zipcode,city,metro,state,date,longitude,latitude,median_sale_price,median_list_price,homes_sold,pending_sales,new_listings,inventory,median_dom,avg_sale_to_list,Total Population,price
20004,Washington,DC_Metro,District of Columbia,2014-08-31,-77.0263,38.893,448250.0,501950.0,24.0,24.0,22.0,14.0,15.0,0.99127926525858,1531.0,495771.037653042
20004,Washington,DC_Metro,District of Columbia,2014-09-30,-77.0263,38.893,442750.0,499950.0,18.0,20.0,20.0,11.0,15.0,0.9882962264786066,1531.0,496199.6613406679
20004,Washington,DC_Metro,District of Columbia,2014-10-31,-77.0263,38.893,465000.0,475000.0,21.0,18.0,21.0,13.0,15.0,0.9861065943694258,1531.0,496314.9671749912
20004,Washington,DC_Metro,District of Columbia,2014-11-30,-77.0263,38.893,475000.0,487450.0,19.0,18.0,22.0,13.0,17.5,0.9881567850650111,1531.0,496188.1811194585
20004,Washington,DC_Metro,District of Columbia,2014-12-31,-77.0263,38.893,512400.0,487450.0,18.0,17.0,14.0,12.0,27.0,0.986607774176782,1531.0,496825.183572731
20004,Washington,DC_Metro,District of Columbia,2015-01-31,-77.0263,38.893,497700.0,495000.0,12.0,14.0,11.0,9.0,28.0,0.980585044218524,1667.0,497422.608365382
20004,Washington,DC_Metro,District of Columbia,2015-02-28,-77.0263,38.893,497750.0,475000.0,10.0,10.0,11.0,8.0,31.0,0.978208982643024,1667.0,498143.2173978
20004,Washington,DC_Metro,District of Columbia,2015-03-31,-77.0263,38.893,525000.0,465000.0,12.0,13.0,16.0,8.0,42.0,0.9796389565268704,1667.0,499130.5792227241
20004,Washington,DC_Metro,District of Columbia,2015-04-30,-77.0263,38.893,454175.0,497450.0,16.0,16.0,18.0,9.0,35.0,0.9784529614255336,1667.0,499519.7694736302
20004,Washington,DC_Metro,District of Columbia,2015-05-31,-77.0263,38.893,450000.0,495000.0,17.0,22.0,29.0,12.0,20.0,0.984856770610546,1667.0,499083.53647409246
20004,Washington,DC_Metro,District of Columbia,2015-06-30,-77.0263,38.893,450000.0,555000.0,21.0,23.0,26.0,9.0,10.0,0.9887894118170976,1667.0,497945.9987037896
20004,Washington,DC_Metro,District of Columbia,2015-07-31,-77.0263,38.893,625000.0,479999.0,17.0,19.0,31.0,14.0,9.0,0.9945327225859424,1667.0,497481.2141321201
20004,Washington,DC_Metro,District of Columbia,2015-08-31,-77.0263,38.893,525000.0,454745.0,21.0,20.0,24.0,15.0,9.0,0.9928919673117635,1667.0,496741.14097724174
20004,Washington,DC_Metro,District of Columbia,2015-09-30,-77.0263,38.893,527450.0,459695.0,22.0,21.0,28.0,17.0,11.0,0.9906110299281364,1667.0,495615.892003064
20004,Washington,DC_Metro,District of Columbia,2015-10-31,-77.0263,38.893,472000.0,470000.0,21.0,21.0,22.0,14.0,11.0,0.9894388903384056,1667.0,494745.996810868
20004,Washington,DC_Metro,District of Columbia,2015-11-30,-77.0263,38.893,457500.0,489000.0,16.0,16.0,16.0,13.0,28.0,0.9712752186804527,1667.0,494218.3416827812
20004,Washington,DC_Metro,District of Columbia,2015-12-31,-77.0263,38.893,443500.0,527450.0,13.0,12.0,12.0,12.0,59.0,0.9645406151862008,1667.0,492904.7022815926
20004,Washington,DC_Metro,District of Columbia,2016-01-31,-77.0263,38.893,446750.0,479000.0,10.0,10.0,9.0,11.0,52.0,0.9620135924832264,1667.0,490619.3967642879
20004,Washington,DC_Metro,District of Columbia,2016-02-29,-77.0263,38.893,465000.0,469000.0,10.0,11.0,13.0,8.0,52.0,0.9922736955958632,1667.0,488601.2788922891
20004,Washington,DC_Metro,District of Columbia,2016-03-31,-77.0263,38.893,498250.0,468500.0,10.0,14.0,21.0,15.0,32.0,0.9955654754641317,1667.0,488025.1197226783
20004,Washington,DC_Metro,District of Columbia,2016-04-30,-77.0263,38.893,483000.0,466750.0,15.0,18.0,26.0,16.0,26.0,0.9903323954299768,1667.0,488290.9565108043
20004,Washington,DC_Metro,District of Columbia,2016-05-31,-77.0263,38.893,503825.0,479450.0,20.0,19.0,26.0,15.0,33.0,0.9900268171380256,1667.0,488192.1133732164
20004,Washington,DC_Metro,District of Columbia,2016-06-30,-77.0263,38.893,491325.0,479000.0,16.0,15.0,17.0,10.0,33.0,0.9911438279372716,1667.0,487610.0751633952
20004,Washington,DC_Metro,District of Columbia,2016-07-31,-77.0263,38.893,473800.0,494450.0,18.0,20.0,20.0,14.0,49.5,0.9913002691655488,1667.0,487034.6864248472
20004,Washington,DC_Metro,District of Columbia,2016-08-31,-77.0263,38.893,458000.0,482150.0,15.0,14.0,18.0,10.0,25.0,0.9933071269981594,1667.0,487448.3541145747
20004,Washington,DC_Metro,District of Columbia,2016-09-30,-77.0263,38.893,484500.0,471700.0,22.0,20.0,24.0,10.0,22.5,0.9898003433827178,1667.0,487821.23461331794
20004,Washington,DC_Metro,District of Columbia,2016-10-31,-77.0263,38.893,484500.0,469000.0,18.0,14.0,15.0,10.0,20.0,0.9909000523225636,1667.0,488682.1390721873
20004,Washington,DC_Metro,District of Columbia,2016-11-30,-77.0263,38.893,494000.0,450000.0,15.0,15.0,19.0,13.0,20.0,0.9815898530295242,1667.0,489786.7615493555
20004,Washington,DC_Metro,District of Columbia,2016-12-31,-77.0263,38.893,400000.0,452250.0,11.0,11.0,14.0,10.0,35.5,0.9850362723735318,1667.0,492156.00627549534
20004,Washington,DC_Metro,District of Columbia,2017-01-31,-77.0263,38.893,403500.0,465000.0,12.0,15.0,17.0,10.0,19.0,0.9868295093467894,1708.0,493819.7345450911
20004,Washington,DC_Metro,District of Columbia,2017-02-28,-77.0263,38.893,445000.0,474000.0,13.0,16.0,18.0,11.0,30.0,0.991615346100086,1708.0,495235.4811432913
20004,Washington,DC_Metro,District of Columbia,2017-03-31,-77.0263,38.893,455000.0,469000.0,17.0,18.0,23.0,12.0,31.5,0.9937965207703948,1708.0,495255.4089208125
20004,Washington,DC_Metro,District of Columbia,2017-04-30,-77.0263,38.893,455000.0,464450.0,21.0,20.0,24.0,13.0,29.5,0.9961346002325596,1708.0,496674.9389320126
20004,Washington,DC_Metro,District of Columbia,2017-05-31,-77.0263,38.893,442500.0,455000.0,20.0,20.0,27.0,15.0,32.0,0.998330422291462,1708.0,496581.84488052415
20004,Washington,DC_Metro,District of Columbia,2017-06-30,-77.0263,38.893,439750.0,465999.0,16.0,23.0,29.0,19.0,25.0,0.993914225214959,1708.0,497189.386694665
20004,Washington,DC_Metro,District of Columbia,2017-07-31,-77.0263,38.893,467500.0,470000.0,19.0,25.0,27.0,13.0,28.0,0.9835597195584708,1708.0,497670.6847397897
20004,Washington,DC_Metro,District of Columbia,2017-08-31,-77.0263,38.893,472500.0,484700.0,22.0,24.0,22.0,15.0,28.5,0.9813693133214542,1708.0,499596.4049180082
20004,Washington,DC_Metro,District of Columbia,2017-09-30,-77.0263,38.893,475000.0,484700.0,23.0,21.0,28.0,21.0,32.0,0.9840676293214708,1708.0,502237.51276074833
20004,Washington,DC_Metro,District of Columbia,2017-10-31,-77.0263,38.893,474000.0,484700.0,19.0,20.0,30.0,20.0,23.5,0.9882348363422842,1708.0,502919.45512778335
20004,Washington,DC_Metro,District of Columbia,2017-11-30,-77.0263,38.893,499000.0,459900.0,23.0,22.0,27.0,11.0,23.0,0.9911176158419936,1708.0,502233.4563905003
20004,Washington,DC_Metro,District of Columbia,2017-12-31,-77.0263,38.893,483000.0,465000.0,22.0,21.0,13.0,10.0,56.0,0.98849453223349,1708.0,500820.13833813975
20004,Washington,DC_Metro,District of Columbia,2018-01-31,-77.0263,38.893,494500.0,462900.0,18.0,16.0,11.0,9.0,65.5,0.9922942234498114,1717.0,500889.760738262
20004,Washington,DC_Metro,District of Columbia,2018-02-28,-77.0263,38.893,457500.0,463950.0,14.0,17.0,12.0,4.0,69.0,0.9948768751957204,1717.0,501136.8121609666
20004,Washington,DC_Metro,District of Columbia,2018-03-31,-77.0263,38.893,460000.0,469900.0,19.0,24.0,23.0,8.0,62.0,0.9967937264407012,1717.0,500949.0575749885
20004,Washington,DC_Metro,District of Columbia,2018-04-30,-77.0263,38.893,458000.0,467450.0,24.0,24.0,28.0,12.0,37.0,0.990178948220398,1717.0,499084.8529993734
20004,Washington,DC_Metro,District of Columbia,2018-05-31,-77.0263,38.893,462950.0,475000.0,24.0,18.0,35.0,20.0,28.0,0.9863310307259682,1717.0,497259.47030368
20004,Washington,DC_Metro,District of Columbia,2018-06-30,-77.0263,38.893,450000.0,475000.0,15.0,16.0,28.0,17.0,11.0,0.980981566239548,1717.0,494965.89528318745
20004,Washington,DC_Metro,District of Columbia,2018-07-31,-77.0263,38.893,500000.0,498500.0,15.0,18.0,28.0,17.0,21.5,0.9821836119778258,1717.0,494006.6634041957
20004,Washington,DC_Metro,District of Columbia,2018-08-31,-77.0263,38.893,495000.0,654950.0,22.0,24.0,20.0,8.0,46.0,0.978970456799186,1717.0,493043.1597232848
20004,Washington,DC_Metro,District of Columbia,2018-09-30,-77.0263,38.893,503500.0,640000.0,28.0,26.0,25.0,14.0,48.5,0.9844753915124724,1717.0,492870.0934827388
20004,Washington,DC_Metro,District of Columbia,2018-10-31,-77.0263,38.893,503450.0,475000.0,26.0,24.0,21.0,15.0,58.5,0.9846456849352307,1717.0,492358.8150348075
20004,Washington,DC_Metro,District of Columbia,2018-11-30,-77.0263,38.893,494450.0,449900.0,18.0,19.0,23.0,11.0,55.5,0.9903021970623744,1717.0,492957.5185483562
20004,Washington,DC_Metro,District of Columbia,2018-12-31,-77.0263,38.893,464000.0,434500.0,15.0,15.0,12.0,8.0,55.0,0.9871924614405592,1717.0,493231.8585637632
20004,Washington,DC_Metro,District of Columbia,2019-01-31,-77.0263,38.893,447000.0,475000.0,14.0,14.0,11.0,10.0,55.5,0.9899633444965652,1975.0,493057.79120852734
20004,Washington,DC_Metro,District of Columbia,2019-02-28,-77.0263,38.893,445000.0,525000.0,14.0,12.0,10.0,10.0,57.0,0.9889834049577108,1975.0,491410.9024788816
20004,Washington,DC_Metro,District of Columbia,2019-03-31,-77.0263,38.893,449000.0,489450.0,17.0,18.0,22.0,14.0,42.0,0.9874015839195592,1975.0,490158.78757156426
20004,Washington,DC_Metro,District of Columbia,2019-04-30,-77.0263,38.893,510545.5,485000.0,20.0,22.0,25.0,13.0,33.5,0.9856351696599888,1975.0,489824.9309729728
20004,Washington,DC_Metro,District of Columbia,2019-05-31,-77.0263,38.893,542500.0,472500.0,20.0,22.0,25.0,14.0,34.0,0.9859164777777089,1975.0,490391.9989599082
20004,Washington,DC_Metro,District of Columbia,2019-06-30,-77.0263,38.893,562500.0,554103.5,18.0,18.0,18.0,13.0,64.0,0.9895355427687984,1975.0,490563.77592045214
20004,Washington,DC_Metro,District of Columbia,2019-07-31,-77.0263,38.893,482950.0,549900.0,18.0,19.0,17.0,10.0,64.5,0.9910954325978808,1975.0,490508.5105429855
20004,Washington,DC_Metro,District of Columbia,2019-08-31,-77.0263,38.893,495950.0,605853.5,18.0,18.0,14.0,7.0,54.0,0.9911975109241804,1975.0,489873.6738665016
20004,Washington,DC_Metro,District of Columbia,2019-09-30,-77.0263,38.893,495950.0,579900.0,16.0,16.0,17.0,13.0,48.0,0.9874151455403484,1975.0,489119.1531474949
20004,Washington,DC_Metro,District of Columbia,2019-10-31,-77.0263,38.893,491900.0,484900.0,11.0,17.0,17.0,13.0,35.0,0.9905911584618088,1975.0,488344.4481422577
20004,Washington,DC_Metro,District of Columbia,2019-11-30,-77.0263,38.893,434900.0,484900.0,11.0,17.0,17.0,8.0,44.0,1.0015750954185831,1975.0,488641.2162997937
20004,Washington,DC_Metro,District of Columbia,2019-12-31,-77.0263,38.893,472000.0,477375.0,14.0,15.0,10.0,7.0,39.5,0.9969357209477272,1975.0,489392.18572988646
20004,Washington,DC_Metro,District of Columbia,2020-01-31,-77.0263,38.893,473000.0,549900.0,11.0,10.0,9.0,10.0,44.0,0.995978634525776,1923.0,492307.2772127603
20004,Washington,DC_Metro,District of Columbia,2020-02-29,-77.0263,38.893,492500.0,589900.0,10.0,10.0,12.0,13.0,50.5,0.9813798320877398,1923.0,494495.816618974
20004,Washington,DC_Metro,District of Columbia,2020-03-31,-77.0263,38.893,510000.0,799999.0,9.0,13.0,17.0,14.0,41.0,0.990635055933202,1923.0,495773.1048694337
20004,Washington,DC_Metro,District of Columbia,2020-04-30,-77.0263,38.893,559950.0,714949.5,12.0,13.0,16.0,13.0,40.5,0.990571314709824,1923.0,495347.917227486
20004,Washington,DC_Metro,District of Columbia,2020-05-31,-77.0263,38.893,679950.0,650000.0,10.0,8.0,21.0,18.0,40.5,0.979968345860715,1923.0,493839.2205501396
20004,Washington,DC_Metro,District of Columbia,2020-06-30,-77.0263,38.893,540000.0,574949.5,9.0,12.0,22.0,20.0,52.0,0.9748381022048044,1923.0,491771.6625384951
20004,Washington,DC_Metro,District of Columbia,2020-07-31,-77.0263,38.893,456250.0,562450.0,10.0,12.0,28.0,24.0,63.5,0.97756250556063,1923.0,488511.6768024871
20004,Washington,DC_Metro,District of Columbia,2020-08-31,-77.0263,38.893,502500.0,504999.0,13.0,16.0,29.0,32.0,62.0,0.9905425794996432,1923.0,486485.3595650773
20004,Washington,DC_Metro,District of Columbia,2020-09-30,-77.0263,38.893,520000.0,507499.5,13.0,16.0,34.0,35.0,55.0,0.9930265252977796,1923.0,486185.18679177953
20004,Washington,DC_Metro,District of Columbia,2020-10-31,-77.0263,38.893,515000.0,501999.5,16.0,18.0,30.0,34.0,55.0,0.9869590754027888,1923.0,486225.071351754
20004,Washington,DC_Metro,District of Columbia,2020-11-30,-77.0263,38.893,527500.0,509200.0,14.0,15.0,24.0,29.0,51.0,0.986677738805378,1923.0,486065.5867651868
20004,Washington,DC_Metro,District of Columbia,2020-12-31,-77.0263,38.893,645000.0,518400.0,17.0,17.0,15.0,22.0,67.0,0.97844446890742,1923.0,485313.9239225564
20004,Washington,DC_Metro,District of Columbia,2021-01-31,-77.0263,38.893,645000.0,514500.0,17.0,18.0,20.0,24.0,118.5,0.981487598081396,1885.0,484580.7818277739
20004,Washington,DC_Metro,District of Columbia,2021-02-28,-77.0263,38.893,561750.0,529000.0,20.0,23.0,27.0,29.0,82.0,0.976645359070039,1885.0,482705.00904718274
20004,Washington,DC_Metro,District of Columbia,2021-03-31,-77.0263,38.893,517000.0,500000.0,20.0,25.0,37.0,39.0,68.0,0.9811608309790568,1885.0,481597.0363485759
20004,Washington,DC_Metro,District of Columbia,2021-04-30,-77.0263,38.893,502000.0,509900.0,26.0,26.0,39.0,39.0,40.5,0.9841862613623118,1885.0,481628.6364957842
20004,Washington,DC_Metro,District of Columbia,2021-05-31,-77.0263,38.893,505000.0,499500.0,27.0,27.0,40.0,40.0,43.0,0.9883726947512684,1885.0,483454.9778545259
20004,Washington,DC_Metro,District of Columbia,2021-06-30,-77.0263,38.893,511000.0,515000.0,28.0,26.0,35.0,37.0,45.0,0.9875912913677312,1885.0,484501.3914743455
20004,Washington,DC_Metro,District of Columbia,2021-07-31,-77.0263,38.893,502500.0,500000.0,23.0,22.0,23.0,25.0,46.0,0.9850498971620308,1885.0,485626.94122452376
20004,Washington,DC_Metro,District of Columbia,2021-08-31,-77.0263,38.893,490000.0,512500.0,25.0,22.0,16.0,20.0,57.5,0.9933879227531764,1885.0,486382.9606511023
20004,Washington,DC_Metro,District of Columbia,2021-09-30,-77.0263,38.893,457500.0,500000.0,20.0,14.0,17.0,24.0,84.0,0.993257670184432,1885.0,486814.2893619517
20004,Washington,DC_Metro,District of Columbia,2021-10-31,-77.0263,38.893,485000.0,509250.0,15.0,15.0,18.0,20.0,82.5,0.9940343645748516,1885.0,486282.2700586797
20004,Washington,DC_Metro,District of Columbia,2021-11-30,-77.0263,38.893,467500.0,519000.0,10.0,9.0,17.0,18.0,66.5,0.9752413058415386,1885.0,485705.7182449267
20004,Washington,DC_Metro,District of Columbia,2021-12-31,-77.0263,38.893,487500.0,499000.0,11.0,11.0,13.0,15.0,67.5,0.9779030576812832,1885.0,485371.0005621794
20004,Washington,DC_Metro,District of Columbia,2022-01-31,-77.0263,38.893,486250.0,499499.5,12.0,10.0,16.0,16.0,103.0,0.9829462811250173,1685.0,483954.8896304914
20004,Washington,DC_Metro,District of Columbia,2022-02-28,-77.0263,38.893,673750.0,537499.5,14.0,13.0,19.0,19.0,171.0,0.9795691494664552,1685.0,483273.043156212
20004,Washington,DC_Metro,District of Columbia,2022-03-31,-77.0263,38.893,661250.0,582000.0,14.0,16.0,21.0,20.0,139.5,0.9871203029627555,1685.0,484181.68400154106
20004,Washington,DC_Metro,District of Columbia,2022-04-30,-77.0263,38.893,550000.0,512500.0,15.0,18.0,28.0,26.0,102.0,0.986104856370876,1685.0,486517.59196547937
20004,Washington,DC_Metro,District of Columbia,2022-05-31,-77.0263,38.893,507250.0,520000.0,16.0,19.0,29.0,26.0,35.0,0.9966570672845528,1685.0,488035.2766128111
20004,Washington,DC_Metro,District of Columbia,2022-06-30,-77.0263,38.893,520000.0,509500.0,17.0,20.0,26.0,23.0,35.0,0.995651511746133,1685.0,487870.4343913032
20004,Washington,DC_Metro,District of Columbia,2022-07-31,-77.0263,38.893,494750.0,510000.0,22.0,21.0,22.0,20.0,36.0,0.986825088592268,1685.0,486241.8068449187
20004,Washington,DC_Metro,District of Columbia,2022-08-31,-77.0263,38.893,489750.0,475000.0,20.0,18.0,19.0,20.0,54.5,0.9781478484854405,1685.0,483475.1695585597
20004,Washington,DC_Metro,District of Columbia,2022-09-30,-77.0263,38.893,470000.0,500000.0,17.0,14.0,25.0,22.0,73.0,0.9719646112361976,1685.0,480090.51727794
20004,Washington,DC_Metro,District of Columbia,2022-10-31,-77.0263,38.893,577250.0,524750.0,12.0,12.0,25.0,24.0,61.5,0.97638121789634,1685.0,477671.0104543815
20004,Washington,DC_Metro,District of Columbia,2022-11-30,-77.0263,38.893,557500.0,522450.0,10.0,11.0,24.0,19.0,61.0,0.9808591042859294,1685.0,476138.07476810616
20004,Washington,DC_Metro,District of Columbia,2022-12-31,-77.0263,38.893,557500.0,500000.0,12.0,10.0,13.0,14.0,58.5,0.9805081433623076,1685.0,474408.4143210166
20004,Washington,DC_Metro,District of Columbia,2023-01-31,-77.0263,38.893,500000.0,484250.0,7.0,7.0,8.0,18.0,66.0,0.9794151768653028,1782.0,471836.8979457623
20004,Washington,DC_Metro,District of Columbia,2023-02-28,-77.0263,38.893,487500.0,483500.0,6.0,10.0,7.0,18.0,58.5,0.9771570768371336,1782.0,469391.7452891655
20004,Washington,DC_Metro,District of Columbia,2023-03-31,-77.0263,38.893,421000.0,479000.0,5.0,12.0,17.0,21.0,120.0,0.9669438591319716,1782.0,467045.01045161
20004,Washington,DC_Metro,District of Columbia,2023-04-30,-77.0263,38.893,474200.0,469000.0,9.0,15.0,17.0,20.0,120.0,0.9724622291159642,1782.0,464442.0381298891
20004,Washington,DC_Metro,District of Columbia,2023-05-31,-77.0263,38.893,487100.0,467000.0,10.0,16.0,20.0,20.0,79.0,0.982537069005599,1782.0,462540.6621948253
20004,Washington,DC_Metro,District of Columbia,2023-06-30,-77.0263,38.893,487100.0,470000.0,14.0,20.0,15.0,16.0,49.5,0.9872518013215236,1782.0,462807.1294293995
20004,Washington,DC_Metro,District of Columbia,2023-07-31,-77.0263,38.893,465500.0,470000.0,19.0,19.0,21.0,16.0,82.0,0.9840723838796228,1782.0,465001.9829328402
20004,Washington,DC_Metro,District of Columbia,2023-08-31,-77.0263,38.893,470250.0,475000.0,20.0,16.0,20.0,18.0,74.0,0.9811489358450146,1782.0,467110.5986775877
20004,Washington,DC_Metro,District of Columbia,2023-09-30,-77.0263,38.893,475000.0,482500.0,14.0,14.0,24.0,22.0,74.0,0.9802393934144776,1782.0,467925.5988124288
20004,Washington,DC_Metro,District of Columbia,2023-10-31,-77.0263,38.893,475000.0,495000.0,13.0,12.0,15.0,13.0,48.5,0.9831931429447758,1782.0,468009.33668349375
20004,Washington,DC_Metro,District of Columbia,2023-11-30,-77.0263,38.893,571500.0,495000.0,12.0,13.0,17.0,17.0,49.0,0.9811436180000772,1782.0,467645.2496953271
20004,Washington,DC_Metro,District of Columbia,2023-12-31,-77.0263,38.893,478000.0,485000.0,13.0,11.0,8.0,10.0,40.0,0.9797139076167718,1782.0,467006.6028044705
20006,Washington,DC_Metro,District of Columbia,2012-03-31,-77.0447,38.8964,251000.0,249000.0,3.0,3.0,3.0,2.0,15.0,0.9960701142449412,2884.0,209205.937807484
20006,Washington,DC_Metro,District of Columbia,2012-04-30,-77.0447,38.8964,251000.0,442000.0,3.0,4.0,6.0,4.0,15.0,0.9960701142449412,2884.0,209205.937807484
20006,Washington,DC_Metro,District of Columbia,2012-05-31,-77.0447,38.8964,333000.0,819000.0,4.0,6.0,3.0,2.0,13.5,0.9801986530994362,2884.0,209205.937807484
20006,Washington,DC_Metro,District of Columbia,2012-06-30,-77.0447,38.8964,617000.0,445000.0,4.0,5.0,5.0,2.0,12.5,0.9831460674157304,2884.0,210727.47646488465
20006,Washington,DC_Metro,District of Columbia,2012-07-31,-77.0447,38.8964,415000.0,232500.0,5.0,4.0,2.0,1.0,13.0,0.971783311612835,2884.0,211984.5829087575
20006,Washington,DC_Metro,District of Columbia,2012-08-31,-77.0447,38.8964,310250.0,232500.0,6.0,4.0,2.0,1.0,14.0,0.971560151243684,2884.0,213896.6549770704
20006,Washington,DC_Metro,District of Columbia,2012-09-30,-77.0447,38.8964,295500.0,232500.0,3.0,2.0,2.0,1.0,151.0,0.943120302487368,2884.0,215792.4359816541
20006,Washington,DC_Metro,District of Columbia,2012-10-31,-77.0447,38.8964,277500.0,232500.0,2.0,2.0,2.0,1.0,90.5,0.951514309530425,2884.0,217594.0646706214
20006,Washington,DC_Metro,District of Columbia,2012-11-30,-77.0447,38.8964,277500.0,232500.0,2.0,2.0,2.0,1.0,90.5,0.951514309530425,2884.0,220399.6120023435
20006,Washington,DC_Metro,District of Columbia,2012-12-31,-77.0447,38.8964,277500.0,232500.0,2.0,2.0,2.0,1.0,90.5,0.951514309530425,2884.0,223126.25991075297
20006,Washington,DC_Metro,District of Columbia,2013-01-31,-77.0447,38.8964,265000.0,279900.0,1.0,1.0,1.0,1.0,49.0,0.946766702393712,2941.0,225561.9432525969
20006,Washington,DC_Metro,District of Columbia,2013-02-28,-77.0447,38.8964,265000.0,299000.0,1.0,1.0,1.0,1.0,49.0,0.946766702393712,2941.0,228012.84730967696
